id,description,anger,fear,surprise,sadness,joy,disgust,envy,jealousy,other
1.34435423268262E+018,Wenige Tage nach dem Impfstart in Deutschland gibt es reichlich Unklarheiten. Israel hat sich hingegen bereits zum »Corona-Impfweltmeister« erklärt. Warum läuft die Immunisierung in einzelnen Ländern so unterschiedlich? https://t.co/9aYZ3FRH84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34422602642824E+018,@RoshiSwen @ClaudiusSailer @NatalieGrams Die Zulassungsfrage ändert doch nichts an der Problematik dass zu wenig Impfstoff vorhanden ist.\n\nDie Frage von CS war was hättest Du bei der Beschaffungsfrage im Frühjahr gemacht?\n\nIsrael hat übrigens nur ~9Mio Einwohner und ne andere Alterstruktur.\nMMn ein unpassender Vergleich,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.3439701285648E+018,"Israel impft jetzt so schnell dass man bis Mitte Januar die schweren Fälle bei den über 60 Jährigen im wesentlichen in den Griff bekommen könnte. Wenn man das Tempo hochrechnet wäre Israel im April wahrscheinlich das erste Land, welches über Impfungen Herdenimmunität erreicht. https://t.co/fxUn9AQnze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34385500614396E+018,"Im Jahr 2020 hat die UNO 17 Resolutionen gegen Israel verabschiedet. Gegen den Rest der Welt insgesamt 6. Deutschland hat meistens zugestimmt. Keine einzige Resolution zur Menschenrechtssituation in China, Venezuela, Saudi-Arabien, Kuba, Türkei, Pakistan...https://t.co/w0W7m1O7pD",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34363799998111E+018,Sintflut: Prähistorischer #Tsunami traf #Israel - https://t.co/4DZlB8BFAN https://t.co/gB4WiMcUqa #Archäologie #Geschichte #Forschung #Wissenschaft #News #Nachrichten #Neuigkeiten #Meldungen #neu #Wissen #aktuell #heute #Mittelmeer #Steinzeit https://t.co/mnCcQBBJSd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34362553646411E+018,"@fettekette @juertiss @polenz_r @jensspahn Gestern war Impfstart in Deutschland. Deutschland hat pro Kopf mehr BioNTech Impfdosen gesichert als UK, USA oder Frankreich. Israel ist die Ausnahme.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34314402821747E+018,"@techarmin @kamchatka_1 @tagesschau Gehört Israel zur EU?\n\nWieso wollen Sie vorschreiben, welches Land, wieviel Dosen bekommt?",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34288503907228E+018,"Israel 🇮🇱 impft jeden Tag mehr als 1.1 % seiner Bevölkerung gegen #Corona. Je - den Tag!!! 😳\n\nBerlin „plant“ die Impfung von 10% seiner Bevölkerung bis 1.4. \n\nBerlin schafft also in 3 Monaten, was Israel in 9 Tagen schafft.\n\nIch hohl mir jetzt Wein. Viel Wein. Und weine. https://t.co/vX22kb9mnX",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34241212398564E+018,"@SchwabenVon @vonHindenburg1 Noch viel trauriger ist es, daß die #AfD Protagonisten das deutsche Volk verführen, damit es doch bitte gern für Israel sterben solle. Kein Wort der Ehre für unser Volk, - kein Wort von #Germania3000 und ganz großes Stillschweigen über den #Volkskuenstler \nhttps://t.co/uwtlCBhE9H",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.34197552034763E+018,Wenn ihr denkt viel mehr als bei uns in Deutschland kann eine Regierung nicht falsch machen.\n\nIn Israel steht man kurz vor einem 3. Lockdown und es wird die 4. Neuwahlen in 2 Jahren geben weil sich das Parlament gerade selbst aufgelöst hat. \n\nEs geht immer noch schlimmer.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
